Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
766,1.48164e-51,0.117039,5000,1.06348,15.2168,1,0.0634766,0.0498047,0.0498047
767,1.48164e-51,0.117039,5000,1.0625,15.2598,1,0.0625,0.0439453,0.0439453
768,1.48019e-51,0.117073,5000,1.06641,15.2285,0.999023,0.0673828,0.0498047,0.0498047
769,1.48164e-51,0.117039,5000,1.07227,15.2061,1,0.0722656,0.0488281,0.0488281
770,1.48075e-51,0.11704,5000,1.08105,15.2324,1,0.0810547,0.0498047,0.0498047
771,1.48164e-51,0.117039,5000,1.0752,15.25,1,0.0751953,0.0517578,0.0517578
772,1.47875e-51,0.117108,5000,1.06836,15.2139,0.999023,0.0703125,0.0380859,0.0380859
773,1.48164e-51,0.117039,5000,1.07617,15.2598,1,0.0761719,0.0566406,0.0566406
774,1.48164e-51,0.117039,5000,1.08301,15.2783,1,0.0830078,0.0527344,0.0527344
775,1.48164e-51,0.117039,5000,1.07812,15.2725,1,0.078125,0.0371094,0.0371094
776,1.48164e-51,0.117039,5000,1.06836,15.2568,1,0.0683594,0.0410156,0.0410156
777,1.48164e-51,0.117039,5000,1.0791,15.2686,1,0.0791016,0.0439453,0.0439453
778,1.48075e-51,0.11704,5000,1.07617,15.248,1,0.0761719,0.0507812,0.0507812
779,1.48019e-51,0.117054,5000,1.07031,15.2637,1,0.0703125,0.0380859,0.0380859
780,1.48019e-51,0.117054,5000,1.0791,15.293,1,0.0791016,0.0488281,0.0488281
781,1.4773e-51,0.117103,5000,1.08203,15.2432,0.999023,0.0830078,0.0605469,0.0605469
782,1.48164e-51,0.117039,5000,1.08691,15.2236,1,0.0869141,0.0527344,0.0527344
783,1.48164e-51,0.117039,5000,1.08301,15.1992,1,0.0830078,0.0439453,0.0439453
784,1.48164e-51,0.117039,5000,1.07617,15.2129,1,0.0761719,0.0605469,0.0605469
785,1.48164e-51,0.117039,5000,1.08105,15.1807,1,0.0810547,0.0517578,0.0517578
786,1.48164e-51,0.117039,5000,1.09375,15.2021,1,0.09375,0.0498047,0.0498047
787,1.48019e-51,0.117073,5000,1.08984,15.2002,1,0.0908203,0.0498047,0.0498047
788,1.48164e-51,0.117039,5000,1.09863,15.1484,1,0.0986328,0.0644531,0.0644531
789,1.47875e-51,0.117069,5000,1.09375,15.1445,1,0.09375,0.0429688,0.0429688
790,1.48164e-51,0.117039,5000,1.10449,15.1992,1,0.104492,0.0498047,0.0498047
791,1.48164e-51,0.117039,5000,1.0918,15.1504,1,0.0917969,0.0537109,0.0537109
792,1.48164e-51,0.117039,5000,1.09473,15.1562,1,0.0947266,0.0527344,0.0527344
793,1.48164e-51,0.117039,5000,1.09863,15.1455,1,0.0986328,0.0478516,0.0478516
794,1.48164e-51,0.117039,5000,1.0918,15.1348,1,0.0917969,0.0527344,0.0527344
795,1.47875e-51,0.117088,5000,1.09473,15.1104,0.999023,0.0957031,0.0595703,0.0595703
796,1.47875e-51,0.117088,5000,1.08691,15.1045,0.999023,0.0878906,0.046875,0.046875
797,1.48164e-51,0.117039,5000,1.08887,15.1377,1,0.0888672,0.0546875,0.0546875
798,1.48164e-51,0.117039,5000,1.08984,15.085,1,0.0898438,0.0556641,0.0556641
799,1.47875e-51,0.117088,5000,1.09766,15.0898,0.999023,0.0986328,0.0439453,0.0439453
800,1.47875e-51,0.117088,5000,1.08789,15.1182,0.999023,0.0888672,0.0537109,0.0537109
801,1.48019e-51,0.117073,5000,1.0957,15.0928,0.999023,0.0966797,0.0390625,0.0390625
802,1.48019e-51,0.117061,5000,1.10352,15.0723,1,0.103516,0.0429688,0.0429688
803,1.48019e-51,0.117073,5000,1.09082,15.0576,0.999023,0.0917969,0.0507812,0.0507812
804,1.48164e-51,0.117039,5000,1.09082,15.0527,1,0.0908203,0.0498047,0.0498047
805,1.48164e-51,0.117039,5000,1.08203,15.0586,1,0.0820312,0.0449219,0.0449219
806,1.48019e-51,0.117073,5000,1.08398,15.0479,0.999023,0.0849609,0.0566406,0.0566406
807,1.48019e-51,0.117054,5000,1.08789,15.0879,1,0.0878906,0.0458984,0.0458984
808,1.48164e-51,0.117039,5000,1.08398,15.0537,1,0.0839844,0.0439453,0.0439453
809,1.48019e-51,0.117054,5000,1.08594,15.0449,1,0.0859375,0.0517578,0.0517578
810,1.48164e-51,0.117039,5000,1.08984,14.9971,1,0.0898438,0.0625,0.0625
811,1.48075e-51,0.11704,5000,1.09375,14.9893,1,0.09375,0.0498047,0.0498047
812,1.4793e-51,0.117074,5000,1.09668,14.9971,0.999023,0.0976562,0.0507812,0.0507812
813,1.48164e-51,0.117039,5000,1.08887,14.9668,1,0.0888672,0.0566406,0.0566406
814,1.48164e-51,0.117039,5000,1.10156,14.9648,1,0.101562,0.0429688,0.0429688
815,1.48164e-51,0.117039,5000,1.11133,14.9678,1,0.111328,0.0605469,0.0605469
816,1.48164e-51,0.117039,5000,1.12207,14.9502,1,0.12207,0.0410156,0.0410156
817,1.48164e-51,0.117039,5000,1.11133,14.8955,1,0.111328,0.0683594,0.0683594
818,1.4793e-51,0.117074,5000,1.11719,14.9131,0.999023,0.118164,0.0546875,0.0546875
819,1.47875e-51,0.117069,5000,1.14258,14.9219,1,0.142578,0.0585938,0.0585938
820,1.48164e-51,0.117039,5000,1.14551,14.9561,1,0.145508,0.0527344,0.0527344
821,1.48164e-51,0.117039,5000,1.1582,14.9814,1,0.158203,0.0488281,0.0488281
822,1.48164e-51,0.117039,5000,1.14648,14.9697,1,0.146484,0.0488281,0.0488281
823,1.48164e-51,0.117039,5000,1.15234,14.9736,1,0.152344,0.0576172,0.0576172
824,1.48019e-51,0.117054,5000,1.14844,14.9697,1,0.148438,0.0371094,0.0371094
825,1.48164e-51,0.117039,5000,1.14648,14.9258,1,0.146484,0.0527344,0.0527344
826,1.48019e-51,0.117073,5000,1.15039,14.9707,0.999023,0.151367,0.0507812,0.0507812
827,1.48164e-51,0.117039,5000,1.15723,14.9561,1,0.157227,0.0439453,0.0439453
828,1.48019e-51,0.117073,5000,1.16699,14.9229,0.999023,0.167969,0.0566406,0.0566406
829,1.48164e-51,0.117039,5000,1.16797,14.9375,1,0.167969,0.0449219,0.0449219
830,1.48164e-51,0.117039,5000,1.16211,14.9092,1,0.162109,0.0439453,0.0439453
831,1.48164e-51,0.117039,5000,1.16992,14.9785,1,0.169922,0.0537109,0.0537109
832,1.48164e-51,0.117039,5000,1.16992,14.9697,1,0.169922,0.0615234,0.0615234
833,1.48019e-51,0.117073,5000,1.15918,14.998,0.999023,0.160156,0.0556641,0.0556641
834,1.48019e-51,0.117073,5000,1.16895,15.0215,0.999023,0.169922,0.0390625,0.0390625
835,1.48164e-51,0.117039,5000,1.18066,15.002,1,0.180664,0.0546875,0.0546875
836,1.48019e-51,0.117073,5000,1.16602,15.0381,0.999023,0.166992,0.046875,0.046875
837,1.48164e-51,0.117039,5000,1.16016,15.0596,1,0.160156,0.0351562,0.0351562
838,1.48164e-51,0.117039,5000,1.14453,15.0078,1,0.144531,0.0527344,0.0527344
839,1.48019e-51,0.117054,5000,1.14648,14.999,1,0.146484,0.0439453,0.0439453
840,1.48164e-51,0.117039,5000,1.14746,15.002,1,0.147461,0.0488281,0.0488281
841,1.48164e-51,0.117039,5000,1.16309,15.0088,1,0.163086,0.0351562,0.0351562
842,1.48164e-51,0.117039,5000,1.16016,15.0107,1,0.160156,0.0488281,0.0488281
843,1.48164e-51,0.117039,5000,1.17871,14.9883,1,0.178711,0.0605469,0.0605469
844,1.48164e-51,0.117039,5000,1.17383,14.9805,1,0.173828,0.0419922,0.0419922
845,1.48164e-51,0.117039,5000,1.16406,14.957,1,0.164062,0.0517578,0.0517578
846,1.48164e-51,0.117039,5000,1.18066,14.9805,1,0.180664,0.0390625,0.0390625
847,1.48164e-51,0.117039,5000,1.19043,14.9668,1,0.19043,0.046875,0.046875
848,1.48164e-51,0.117039,5000,1.19531,14.9404,1,0.195312,0.0605469,0.0605469
849,1.48019e-51,0.117054,5000,1.18359,14.9062,1,0.183594,0.0400391,0.0400391
850,1.48019e-51,0.117073,5000,1.19141,14.9287,0.999023,0.192383,0.046875,0.046875
851,1.48075e-51,0.11704,5000,1.20215,14.9404,1,0.202148,0.0517578,0.0517578
852,1.48019e-51,0.117054,5000,1.20898,15.0059,1,0.208984,0.0371094,0.0371094
853,1.48019e-51,0.117054,5000,1.20801,14.9873,1,0.208008,0.0556641,0.0556641
854,1.48164e-51,0.117039,5000,1.20703,14.9639,1,0.207031,0.0439453,0.0439453
855,1.48019e-51,0.117061,5000,1.21582,14.9844,1,0.21582,0.0488281,0.0488281
856,1.48164e-51,0.117039,5000,1.21191,14.9229,1,0.211914,0.0507812,0.0507812
857,1.4773e-51,0.117123,5000,1.20801,14.9492,0.998047,0.209961,0.0527344,0.0527344
858,1.48019e-51,0.117054,5000,1.20801,14.9092,1,0.208008,0.0517578,0.0517578
859,1.48164e-51,0.117039,5000,1.21191,14.9121,1,0.211914,0.0429688,0.0429688
860,1.48164e-51,0.117039,5000,1.2041,14.8994,1,0.204102,0.0419922,0.0419922
861,1.48164e-51,0.117039,5000,1.20996,14.8828,1,0.209961,0.0507812,0.0507812
862,1.47875e-51,0.117108,5000,1.21094,14.8633,0.998047,0.212891,0.0439453,0.0439453
863,1.48164e-51,0.117039,5000,1.2041,14.8262,1,0.204102,0.0419922,0.0419922
864,1.48164e-51,0.117039,5000,1.18945,14.8027,1,0.189453,0.0390625,0.0390625
865,1.48019e-51,0.117073,5000,1.17871,14.8057,0.999023,0.179688,0.0625,0.0625
866,1.48164e-51,0.117039,5000,1.16699,14.7852,1,0.166992,0.0498047,0.0498047
867,1.48019e-51,0.117073,5000,1.17188,14.792,0.999023,0.172852,0.0488281,0.0488281
868,1.48019e-51,0.117054,5000,1.16211,14.749,1,0.162109,0.0419922,0.0419922
869,1.48164e-51,0.117039,5000,1.17383,14.7607,1,0.173828,0.0546875,0.0546875
870,1.47875e-51,0.117088,5000,1.16406,14.7793,0.999023,0.165039,0.0478516,0.0478516
871,1.48019e-51,0.117073,5000,1.15918,14.7979,0.999023,0.160156,0.0449219,0.0449219
872,1.47875e-51,0.117108,5000,1.16211,14.8018,0.998047,0.164062,0.0488281,0.0488281
873,1.47875e-51,0.117088,5000,1.15039,14.7412,0.999023,0.151367,0.0527344,0.0527344
874,1.47875e-51,0.117108,5000,1.1416,14.7402,0.998047,0.143555,0.0458984,0.0458984
875,1.48164e-51,0.117039,5000,1.14844,14.7773,1,0.148438,0.0576172,0.0576172
876,1.48164e-51,0.117039,5000,1.13867,14.7705,1,0.138672,0.0634766,0.0634766
877,1.48019e-51,0.117067,5000,1.12402,14.7236,1,0.124023,0.0488281,0.0488281
878,1.48164e-51,0.117039,5000,1.12012,14.7227,1,0.120117,0.0449219,0.0449219
879,1.48019e-51,0.117073,5000,1.11621,14.7109,0.999023,0.117188,0.0527344,0.0527344
880,1.48164e-51,0.117039,5000,1.12012,14.7207,1,0.120117,0.046875,0.046875
881,1.47875e-51,0.117069,5000,1.11914,14.75,1,0.119141,0.0517578,0.0517578
882,1.48019e-51,0.117054,5000,1.12109,14.7607,1,0.121094,0.0585938,0.0585938
883,1.47875e-51,0.117083,5000,1.11719,14.7188,1,0.117188,0.046875,0.046875
884,1.48164e-51,0.117039,5000,1.12207,14.7354,1,0.12207,0.0478516,0.0478516
885,1.48019e-51,0.117054,5000,1.12305,14.7607,1,0.123047,0.0615234,0.0615234
886,1.48019e-51,0.117073,5000,1.11426,14.7598,0.999023,0.115234,0.0478516,0.0478516
887,1.48164e-51,0.117039,5000,1.1084,14.752,1,0.108398,0.0449219,0.0449219
888,1.48164e-51,0.117039,5000,1.1123,14.7393,1,0.112305,0.0449219,0.0449219
889,1.48164e-51,0.117039,5000,1.10547,14.7578,1,0.105469,0.0429688,0.0429688
890,1.48164e-51,0.117039,5000,1.0918,14.7148,1,0.0917969,0.0458984,0.0458984
891,1.48164e-51,0.117039,5000,1.08496,14.7373,1,0.0849609,0.0507812,0.0507812
892,1.48164e-51,0.117039,5000,1.08496,14.7334,1,0.0849609,0.0478516,0.0478516
893,1.48164e-51,0.117039,5000,1.08203,14.7002,1,0.0820312,0.046875,0.046875
894,1.48164e-51,0.117039,5000,1.0957,14.6895,1,0.0957031,0.0556641,0.0556641
895,1.47875e-51,0.117069,5000,1.09766,14.751,1,0.0976562,0.0488281,0.0488281
896,1.48164e-51,0.117039,5000,1.0957,14.7637,1,0.0957031,0.0400391,0.0400391
897,1.48075e-51,0.11704,5000,1.0957,14.8008,1,0.0957031,0.0410156,0.0410156
898,1.48164e-51,0.117039,5000,1.09668,14.792,1,0.0966797,0.0419922,0.0419922
899,1.48164e-51,0.117039,5000,1.0957,14.8096,1,0.0957031,0.0419922,0.0419922
900,1.48164e-51,0.117039,5000,1.09473,14.8203,1,0.0947266,0.0449219,0.0449219
901,1.47875e-51,0.117088,5000,1.09277,14.8232,0.999023,0.09375,0.0546875,0.0546875
902,1.48019e-51,0.117073,5000,1.09473,14.792,0.999023,0.0957031,0.0654297,0.0654297
903,1.48075e-51,0.11704,5000,1.10352,14.7861,1,0.103516,0.0517578,0.0517578
904,1.48164e-51,0.117039,5000,1.10254,14.7637,1,0.102539,0.0429688,0.0429688
905,1.48164e-51,0.117039,5000,1.09473,14.7314,1,0.0947266,0.046875,0.046875
906,1.48019e-51,0.117054,5000,1.08789,14.7803,1,0.0878906,0.0556641,0.0556641
907,1.48164e-51,0.117039,5000,1.09375,14.8096,1,0.09375,0.0429688,0.0429688
908,1.48164e-51,0.117039,5000,1.09473,14.834,1,0.0947266,0.0537109,0.0537109
909,1.48019e-51,0.117073,5000,1.08008,14.7773,0.999023,0.0810547,0.0488281,0.0488281
910,1.48164e-51,0.117039,5000,1.09375,14.8135,1,0.09375,0.0615234,0.0615234
911,1.48164e-51,0.117039,5000,1.08691,14.834,1,0.0869141,0.0634766,0.0634766
912,1.48019e-51,0.117054,5000,1.08008,14.8223,1,0.0800781,0.0566406,0.0566406
913,1.48164e-51,0.117039,5000,1.07812,14.8691,1,0.078125,0.0458984,0.0458984
914,1.48164e-51,0.117039,5000,1.06934,14.8281,1,0.0693359,0.0429688,0.0429688
915,1.48019e-51,0.117073,5000,1.06348,14.7949,0.999023,0.0644531,0.046875,0.046875
916,1.48019e-51,0.117054,5000,1.06738,14.8438,1,0.0673828,0.0429688,0.0429688
917,1.48164e-51,0.117039,5000,1.06738,14.8457,1,0.0673828,0.0507812,0.0507812
918,1.48164e-51,0.117039,5000,1.08398,14.8779,1,0.0839844,0.0546875,0.0546875
919,1.4793e-51,0.117074,5000,1.08203,14.8877,0.999023,0.0830078,0.0478516,0.0478516
920,1.48164e-51,0.117039,5000,1.08496,14.8877,1,0.0849609,0.0595703,0.0595703
921,1.47875e-51,0.117108,5000,1.08691,14.9219,0.998047,0.0888672,0.0498047,0.0498047
922,1.48019e-51,0.117054,5000,1.08496,14.8662,1,0.0849609,0.0517578,0.0517578
923,1.48019e-51,0.117054,5000,1.08008,14.8643,1,0.0800781,0.0517578,0.0517578
924,1.48164e-51,0.117039,5000,1.08008,14.8984,1,0.0800781,0.0498047,0.0498047
925,1.48164e-51,0.117039,5000,1.08008,14.9082,1,0.0800781,0.0449219,0.0449219
926,1.48019e-51,0.117073,5000,1.07324,14.9072,0.999023,0.0742188,0.0449219,0.0449219
927,1.48164e-51,0.117039,5000,1.06836,14.8896,1,0.0683594,0.0673828,0.0673828
928,1.48019e-51,0.117073,5000,1.07031,14.918,0.999023,0.0712891,0.0371094,0.0371094
929,1.48164e-51,0.117039,5000,1.06836,14.9648,1,0.0683594,0.0439453,0.0439453
930,1.48164e-51,0.117039,5000,1.06934,14.9775,1,0.0693359,0.046875,0.046875
931,1.48164e-51,0.117039,5000,1.06738,15.0186,1,0.0673828,0.0546875,0.0546875
932,1.48164e-51,0.117039,5000,1.06055,15.04,1,0.0605469,0.0517578,0.0517578
933,1.48164e-51,0.117039,5000,1.06738,15.0918,1,0.0673828,0.0439453,0.0439453
934,1.47875e-51,0.117088,5000,1.07617,15.1123,0.999023,0.0771484,0.0537109,0.0537109
935,1.48164e-51,0.117039,5000,1.07617,15.1084,1,0.0761719,0.0449219,0.0449219
936,1.48019e-51,0.117073,5000,1.06152,15.0557,0.999023,0.0625,0.0400391,0.0400391
937,1.48164e-51,0.117039,5000,1.06934,15.0635,1,0.0693359,0.0507812,0.0507812
938,1.48164e-51,0.117039,5000,1.06641,15.0273,1,0.0664062,0.0458984,0.0458984
939,1.48164e-51,0.117039,5000,1.06445,14.999,1,0.0644531,0.0458984,0.0458984
940,1.48164e-51,0.117039,5000,1.06543,14.9951,1,0.0654297,0.0361328,0.0361328
941,1.48019e-51,0.117073,5000,1.06543,15.0293,0.999023,0.0664062,0.046875,0.046875
942,1.48164e-51,0.117039,5000,1.06641,15.0361,1,0.0664062,0.0449219,0.0449219
943,1.48019e-51,0.117054,5000,1.06836,15.0752,1,0.0683594,0.0498047,0.0498047
944,1.48164e-51,0.117039,5000,1.0625,15.0186,1,0.0625,0.0449219,0.0449219
945,1.48164e-51,0.117039,5000,1.06738,15.0215,1,0.0673828,0.0498047,0.0498047
946,1.4773e-51,0.117143,5000,1.07129,15.0088,0.99707,0.0742188,0.0449219,0.0449219
947,1.48164e-51,0.117039,5000,1.06836,14.9463,1,0.0683594,0.0488281,0.0488281
948,1.48164e-51,0.117039,5000,1.06445,14.9258,1,0.0644531,0.0546875,0.0546875
949,1.48164e-51,0.117039,5000,1.06836,14.8857,1,0.0683594,0.046875,0.046875
950,1.48019e-51,0.117054,5000,1.06738,14.9004,1,0.0673828,0.0517578,0.0517578
951,1.48019e-51,0.117054,5000,1.07617,14.915,1,0.0761719,0.0458984,0.0458984
952,1.48164e-51,0.117039,5000,1.07617,14.9062,1,0.0761719,0.0380859,0.0380859
953,1.48164e-51,0.117039,5000,1.07227,14.9102,1,0.0722656,0.0507812,0.0507812
954,1.48019e-51,0.117054,5000,1.0752,14.9199,1,0.0751953,0.0488281,0.0488281
955,1.48019e-51,0.117054,5000,1.07227,14.8994,1,0.0722656,0.0439453,0.0439453
956,1.48164e-51,0.117039,5000,1.07129,14.9482,1,0.0712891,0.0507812,0.0507812
957,1.48164e-51,0.117039,5000,1.08203,14.9385,1,0.0820312,0.0585938,0.0585938
958,1.48164e-51,0.117039,5000,1.08398,14.9746,1,0.0839844,0.0400391,0.0400391
959,1.48019e-51,0.117073,5000,1.0957,15.002,0.999023,0.0966797,0.0537109,0.0537109
960,1.48019e-51,0.117073,5000,1.09082,15.0186,0.999023,0.0917969,0.0478516,0.0478516
961,1.48164e-51,0.117039,5000,1.10254,14.9609,1,0.102539,0.0419922,0.0419922
962,1.48164e-51,0.117039,5000,1.09863,14.9873,1,0.0986328,0.0712891,0.0712891
963,1.48164e-51,0.117039,5000,1.08984,15.0146,1,0.0898438,0.0390625,0.0390625
964,1.48164e-51,0.117039,5000,1.08398,15.0752,1,0.0839844,0.0458984,0.0458984
965,1.48019e-51,0.11705,5000,1.08691,15.0127,1.00098,0.0859375,0.0498047,0.0498047
966,1.48164e-51,0.117039,5000,1.08398,14.9727,1,0.0839844,0.0488281,0.0488281
967,1.48019e-51,0.117073,5000,1.09766,14.9648,0.999023,0.0986328,0.0390625,0.0390625
968,1.48164e-51,0.117039,5000,1.0957,14.9795,1,0.0957031,0.0566406,0.0566406
969,1.48164e-51,0.117039,5000,1.09961,15.0352,1,0.0996094,0.0410156,0.0410156
970,1.48019e-51,0.117073,5000,1.11035,15.1172,0.999023,0.111328,0.0498047,0.0498047
971,1.48164e-51,0.117039,5000,1.10156,15.0908,1,0.101562,0.0410156,0.0410156
972,1.48164e-51,0.117039,5000,1.10645,15.1279,1,0.106445,0.0537109,0.0537109
973,1.4773e-51,0.117143,5000,1.10742,15.1279,0.99707,0.110352,0.0361328,0.0361328
974,1.48164e-51,0.117039,5000,1.11816,15.2227,1,0.118164,0.0517578,0.0517578
975,1.48164e-51,0.117039,5000,1.125,15.1973,1,0.125,0.046875,0.046875
976,1.48164e-51,0.117039,5000,1.12207,15.2354,1,0.12207,0.0478516,0.0478516
977,1.47875e-51,0.117088,5000,1.11719,15.2285,0.999023,0.118164,0.0498047,0.0498047
978,1.48164e-51,0.117039,5000,1.12012,15.2461,1,0.120117,0.0429688,0.0429688
979,1.48019e-51,0.117054,5000,1.11133,15.2568,1,0.111328,0.0478516,0.0478516
980,1.48164e-51,0.117039,5000,1.1123,15.2051,1,0.112305,0.0498047,0.0498047
981,1.48019e-51,0.117073,5000,1.11426,15.1621,0.999023,0.115234,0.0644531,0.0644531
982,1.48019e-51,0.117054,5000,1.1123,15.1309,1,0.112305,0.0478516,0.0478516
983,1.48164e-51,0.117039,5000,1.10645,15.1387,1,0.106445,0.0449219,0.0449219
984,1.48019e-51,0.117054,5000,1.09863,15.083,1,0.0986328,0.0644531,0.0644531
985,1.48019e-51,0.117054,5000,1.10352,15.1523,1,0.103516,0.0556641,0.0556641
986,1.47875e-51,0.117069,5000,1.09863,15.1309,1,0.0986328,0.0439453,0.0439453
987,1.48164e-51,0.117039,5000,1.10449,15.1143,1,0.104492,0.0458984,0.0458984
988,1.48164e-51,0.117039,5000,1.10254,15.1182,1,0.102539,0.0419922,0.0419922
989,1.48164e-51,0.117039,5000,1.10938,15.0996,1,0.109375,0.0654297,0.0654297
990,1.48019e-51,0.117073,5000,1.10352,15.0664,0.999023,0.104492,0.0566406,0.0566406
991,1.48164e-51,0.117039,5000,1.0957,15.0596,1,0.0957031,0.0498047,0.0498047
992,1.48164e-51,0.117039,5000,1.09766,15.0459,1,0.0976562,0.046875,0.046875
993,1.48164e-51,0.117039,5000,1.09277,15.04,1,0.0927734,0.0576172,0.0576172
994,1.48164e-51,0.117039,5000,1.08496,14.9707,1,0.0849609,0.0488281,0.0488281
995,1.48075e-51,0.11704,5000,1.07617,14.9951,1,0.0761719,0.0527344,0.0527344
996,1.48019e-51,0.117054,5000,1.07422,14.9775,1,0.0742188,0.0458984,0.0458984
997,1.47875e-51,0.117088,5000,1.07715,15.0713,0.999023,0.078125,0.0537109,0.0537109
998,1.48164e-51,0.117039,5000,1.06445,15.0664,1,0.0644531,0.0390625,0.0390625
999,1.48164e-51,0.117039,5000,1.07324,15.0557,1,0.0732422,0.0537109,0.0537109
1000,1.48019e-51,0.117054,5000,1.08105,15.0498,1,0.0810547,0.0595703,0.0595703
